"Measurement" "Activity" "Subject" "Mean"
"tBodyAccelGyroSignal-std()-Z" "SITTING" 3 -0.926413710384615
"tBodyAccelGyroSignal-std()-Z" "SITTING" 4 -0.9279722294
"tBodyAccelGyroSignal-std()-Z" "SITTING" 5 -0.940637937045455
"tBodyAccelGyroSignal-std()-Z" "SITTING" 6 -0.939681350909091
"tBodyAccelGyroSignal-std()-Z" "SITTING" 7 -0.937021208541667
"tBodyAccelGyroSignal-std()-Z" "SITTING" 8 -0.959623548478261
"tBodyAccelGyroSignal-std()-Z" "SITTING" 9 -0.9301768338
"tBodyAccelGyroSignal-std()-Z" "SITTING" 10 -0.960445962037037
"tBodyAccelGyroSignal-std()-Z" "SITTING" 11 -0.95284431245283
"tBodyAccelGyroSignal-std()-Z" "SITTING" 12 -0.951552533137255
"tBodyAccelGyroSignal-std()-Z" "SITTING" 13 -0.966896414285714
"tBodyAccelGyroSignal-std()-Z" "SITTING" 14 -0.952904383518518
"tBodyAccelGyroSignal-std()-Z" "SITTING" 15 -0.963765802881356
"tBodyAccelGyroSignal-std()-Z" "SITTING" 16 -0.960287831304348
"tBodyAccelGyroSignal-std()-Z" "SITTING" 17 -0.9797052259375
"tBodyAccelGyroSignal-std()-Z" "SITTING" 18 -0.981525495438596
"tBodyAccelGyroSignal-std()-Z" "SITTING" 19 -0.96559497630137
"tBodyAccelGyroSignal-std()-Z" "SITTING" 20 -0.945771803484848
"tBodyAccelGyroSignal-std()-Z" "SITTING" 21 -0.976972658588235
"tBodyAccelGyroSignal-std()-Z" "SITTING" 22 -0.946501417741936
"tBodyAccelGyroSignal-std()-Z" "SITTING" 23 -0.9597186325
"tBodyAccelGyroSignal-std()-Z" "SITTING" 24 -0.971277654117647
"tBodyAccelGyroSignal-std()-Z" "SITTING" 25 -0.972637558615385
"tBodyAccelGyroSignal-std()-Z" "SITTING" 26 -0.966441338076923
"tBodyAccelGyroSignal-std()-Z" "SITTING" 27 -0.975713310142857
"tBodyAccelGyroSignal-std()-Z" "SITTING" 28 -0.9566328025
"tBodyAccelGyroSignal-std()-Z" "SITTING" 29 -0.971227991666667
"tBodyAccelGyroSignal-std()-Z" "SITTING" 30 -0.955053200806452
"tBodyAccelGyroSignal-std()-Z" "STANDING" 1 -0.980645626981132
"tBodyAccelGyroSignal-std()-Z" "STANDING" 2 -0.964856701851852
"tBodyAccelGyroSignal-std()-Z" "STANDING" 3 -0.91236408147541
"tBodyAccelGyroSignal-std()-Z" "STANDING" 4 -0.909995038571429
"tBodyAccelGyroSignal-std()-Z" "STANDING" 5 -0.907471555714286
"tBodyAccelGyroSignal-std()-Z" "STANDING" 6 -0.947782155964912
"tBodyAccelGyroSignal-std()-Z" "STANDING" 7 -0.951630777358491
"tBodyAccelGyroSignal-std()-Z" "STANDING" 8 -0.974118322407407
"tBodyAccelGyroSignal-std()-Z" "STANDING" 9 -0.939889737333333
"tBodyAccelGyroSignal-std()-Z" "STANDING" 10 -0.953681099545455
"tBodyAccelGyroSignal-std()-Z" "STANDING" 11 -0.980636664893617
"tBodyAccelGyroSignal-std()-Z" "STANDING" 12 -0.950364757540984
"tBodyAccelGyroSignal-std()-Z" "STANDING" 13 -0.973436596140351
"tBodyAccelGyroSignal-std()-Z" "STANDING" 14 -0.946589134666667
"tBodyAccelGyroSignal-std()-Z" "STANDING" 15 -0.968167046415094
"tBodyAccelGyroSignal-std()-Z" "STANDING" 16 -0.982357006410256
"tBodyAccelGyroSignal-std()-Z" "STANDING" 17 -0.985538363333333
"tBodyAccelGyroSignal-std()-Z" "STANDING" 18 -0.972820402739726
"tBodyAccelGyroSignal-std()-Z" "STANDING" 19 -0.960734258356164
"tBodyAccelGyroSignal-std()-Z" "STANDING" 20 -0.907343324657534
"tBodyAccelGyroSignal-std()-Z" "STANDING" 21 -0.959327022022472
"tBodyAccelGyroSignal-std()-Z" "STANDING" 22 -0.96058251031746
"tBodyAccelGyroSignal-std()-Z" "STANDING" 23 -0.962389689411765
"tBodyAccelGyroSignal-std()-Z" "STANDING" 24 -0.969958678115942
"tBodyAccelGyroSignal-std()-Z" "STANDING" 25 -0.971814139189189
"tBodyAccelGyroSignal-std()-Z" "STANDING" 26 -0.974891360675676
"tBodyAccelGyroSignal-std()-Z" "STANDING" 27 -0.981281807
"tBodyAccelGyroSignal-std()-Z" "STANDING" 28 -0.925491442911392
"tBodyAccelGyroSignal-std()-Z" "STANDING" 29 -0.983368643230769
"tBodyAccelGyroSignal-std()-Z" "STANDING" 30 -0.93083468440678
"tBodyAccelGyroSignal-std()-Z" "WALKING" 1 -0.344266629473684
"tBodyAccelGyroSignal-std()-Z" "WALKING" 2 -0.481085535084746
"tBodyAccelGyroSignal-std()-Z" "WALKING" 3 -0.476696411551724
"tBodyAccelGyroSignal-std()-Z" "WALKING" 4 -0.662608226
"tBodyAccelGyroSignal-std()-Z" "WALKING" 5 -0.318700615178571
"tBodyAccelGyroSignal-std()-Z" "WALKING" 6 -0.383139334736842
"tBodyAccelGyroSignal-std()-Z" "WALKING" 7 -0.396013535263158
"tBodyAccelGyroSignal-std()-Z" "WALKING" 8 -0.0754447842395833
"tBodyAccelGyroSignal-std()-Z" "WALKING" 9 -0.265683521346154
"tBodyAccelGyroSignal-std()-Z" "WALKING" 10 -0.174524868603774
"tBodyAccelGyroSignal-std()-Z" "WALKING" 11 -0.434178202542373
"tBodyAccelGyroSignal-std()-Z" "WALKING" 12 -0.35017028664
"tBodyAccelGyroSignal-std()-Z" "WALKING" 13 -0.363369948070175
"tBodyAccelGyroSignal-std()-Z" "WALKING" 14 -0.12609080020339
"tBodyAccelGyroSignal-std()-Z" "WALKING" 15 -0.48653265537037
"tBodyAccelGyroSignal-std()-Z" "WALKING" 16 -0.365489530588235
"tBodyAccelGyroSignal-std()-Z" "WALKING" 17 -0.386044435409836
"tBodyAccelGyroSignal-std()-Z" "WALKING" 18 -0.511417204821429
"tBodyAccelGyroSignal-std()-Z" "WALKING" 19 -0.104202986482692
"tBodyAccelGyroSignal-std()-Z" "WALKING" 20 -0.165748467372549
"tBodyAccelGyroSignal-std()-Z" "WALKING" 21 -0.311875599423077
"tBodyAccelGyroSignal-std()-Z" "WALKING" 22 -0.151439515130435
"tBodyAccelGyroSignal-std()-Z" "WALKING" 23 -0.209634887972881
"tBodyAccelGyroSignal-std()-Z" "WALKING" 24 -0.396154003275862
"tBodyAccelGyroSignal-std()-Z" "WALKING" 25 -0.562775245405405
"tBodyAccelGyroSignal-std()-Z" "WALKING" 26 -0.354549059491525
"tBodyAccelGyroSignal-std()-Z" "WALKING" 27 -0.250120409298246
"tBodyAccelGyroSignal-std()-Z" "WALKING" 28 -0.242601384618519
"tBodyAccelGyroSignal-std()-Z" "WALKING" 29 -0.430232441132075
"tBodyAccelGyroSignal-std()-Z" "WALKING" 30 -0.182569652430769
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 1 -0.124702454242857
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 2 -0.279418388042553
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 3 -0.44230776755102
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 4 -0.498480800444444
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 5 -0.227869042382979
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 6 -0.0940797929729167
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 7 -0.401051415531915
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 8 -0.129565242710526
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 9 -0.279685150191905
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 10 -0.0353021837
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 11 -0.318959594782609
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 12 -0.337806681456522
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 13 -0.322774082765957
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 14 0.356198597177778
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 15 -0.250648085714286
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 16 -0.444636334893617
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 17 -0.468462984347826
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 18 -0.483658260727273
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 19 -0.0314083457948718
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 20 0.159723529622222
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 21 -0.349759493777778
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 22 -0.280417950555556
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 23 -0.208702488240741
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 24 -0.491077244909091
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 25 -0.443780454482759
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 26 -0.3320502392
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 27 -0.257846157386364
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 28 -0.307025006304348
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 29 -0.311122615416667
"tBodyAccelGyroSignal-std()-Z" "WALKING_DOWNSTAIRS" 30 -0.29537036283871
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 1 -0.50716867490566
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 2 -0.163995791679167
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 3 -0.492327305084746
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 4 -0.360811047884615
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 5 -0.26545133312766
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 6 -0.18390018167451
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 7 -0.348980051411765
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 8 0.337526477436585
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 9 -0.138176481058776
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 10 -0.320509332297872
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 11 -0.694658851666667
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 12 -0.349614606153846
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 13 -0.211805111745455
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 14 0.564875818162963
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 15 -0.477365945208333
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 16 -0.365025170078431
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 17 -0.234402350714583
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 18 -0.433922212068966
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 19 -0.110117174875
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 20 0.184119332796078
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 21 0.0517155421740426
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 22 -0.157758060642857
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 23 -0.0317301153392157
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 24 -0.27459628379661
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 25 -0.564195608923077
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 26 -0.3090880546
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 27 -0.169960785215686
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 28 -0.189306812833333
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 29 -0.37481514122449
"tBodyAccelGyroSignal-std()-Z" "WALKING_UPSTAIRS" 30 -0.211573579892308
"tBodyGyroJerk-mean()-X" "LAYING" 1 -0.107270949192
"tBodyGyroJerk-mean()-X" "LAYING" 2 -0.101974134208333
"tBodyGyroJerk-mean()-X" "LAYING" 3 -0.10004449883871
"tBodyGyroJerk-mean()-X" "LAYING" 4 -0.105019877685185
"tBodyGyroJerk-mean()-X" "LAYING" 5 -0.102114125
"tBodyGyroJerk-mean()-X" "LAYING" 6 -0.111267284631579
"tBodyGyroJerk-mean()-X" "LAYING" 7 -0.105944243484615
"tBodyGyroJerk-mean()-X" "LAYING" 8 -0.106445008314815
"tBodyGyroJerk-mean()-X" "LAYING" 9 -0.10384667982
"tBodyGyroJerk-mean()-X" "LAYING" 10 -0.100308254413793
"tBodyGyroJerk-mean()-X" "LAYING" 11 -0.102297501877193
"tBodyGyroJerk-mean()-X" "LAYING" 12 -0.0990402297166667
"tBodyGyroJerk-mean()-X" "LAYING" 13 -0.101835573822581
"tBodyGyroJerk-mean()-X" "LAYING" 14 -0.105446637019608
"tBodyGyroJerk-mean()-X" "LAYING" 15 -0.102266714236111
"tBodyGyroJerk-mean()-X" "LAYING" 16 -0.1022095722
"tBodyGyroJerk-mean()-X" "LAYING" 17 -0.102049763957746
"tBodyGyroJerk-mean()-X" "LAYING" 18 -0.0997154236307692
"tBodyGyroJerk-mean()-X" "LAYING" 19 -0.0956018266746988
"tBodyGyroJerk-mean()-X" "LAYING" 20 -0.0995033069117647
"tBodyGyroJerk-mean()-X" "LAYING" 21 -0.0964118375066667
"tBodyGyroJerk-mean()-X" "LAYING" 22 -0.100203934722222
"tBodyGyroJerk-mean()-X" "LAYING" 23 -0.102024922819444
"tBodyGyroJerk-mean()-X" "LAYING" 24 -0.102813809652778
"tBodyGyroJerk-mean()-X" "LAYING" 25 -0.101646999342466
"tBodyGyroJerk-mean()-X" "LAYING" 26 -0.100368640868421
"tBodyGyroJerk-mean()-X" "LAYING" 27 -0.101147695256757
"tBodyGyroJerk-mean()-X" "LAYING" 28 -0.1045116270375
"tBodyGyroJerk-mean()-X" "LAYING" 29 -0.0995339880724638
"tBodyGyroJerk-mean()-X" "LAYING" 30 -0.102277358585714
"tBodyGyroJerk-mean()-X" "SITTING" 1 -0.0936793807234043
"tBodyGyroJerk-mean()-X" "SITTING" 2 -0.0936328412826087
"tBodyGyroJerk-mean()-X" "SITTING" 3 -0.103605889057692
"tBodyGyroJerk-mean()-X" "SITTING" 4 -0.09694948424
"tBodyGyroJerk-mean()-X" "SITTING" 5 -0.0889747665681818
"tBodyGyroJerk-mean()-X" "SITTING" 6 -0.0936693524363636
"tBodyGyroJerk-mean()-X" "SITTING" 7 -0.0938155625083333
"tBodyGyroJerk-mean()-X" "SITTING" 8 -0.0923150250434783
"tBodyGyroJerk-mean()-X" "SITTING" 9 -0.0930708106
"tBodyGyroJerk-mean()-X" "SITTING" 10 -0.0931555026481481
"tBodyGyroJerk-mean()-X" "SITTING" 11 -0.0948423481320755
"tBodyGyroJerk-mean()-X" "SITTING" 12 -0.0941023489803922
"tBodyGyroJerk-mean()-X" "SITTING" 13 -0.095919848877551
"tBodyGyroJerk-mean()-X" "SITTING" 14 -0.0921614578888889
"tBodyGyroJerk-mean()-X" "SITTING" 15 -0.0953649067966102
"tBodyGyroJerk-mean()-X" "SITTING" 16 -0.0957204520289855
"tBodyGyroJerk-mean()-X" "SITTING" 17 -0.094247696875
"tBodyGyroJerk-mean()-X" "SITTING" 18 -0.0954723233684211
"tBodyGyroJerk-mean()-X" "SITTING" 19 -0.100986131452055
"tBodyGyroJerk-mean()-X" "SITTING" 20 -0.0959970816060606
"tBodyGyroJerk-mean()-X" "SITTING" 21 -0.101114775129412
"tBodyGyroJerk-mean()-X" "SITTING" 22 -0.0986493161935484
"tBodyGyroJerk-mean()-X" "SITTING" 23 -0.0967422192647059
"tBodyGyroJerk-mean()-X" "SITTING" 24 -0.0951782658382353
"tBodyGyroJerk-mean()-X" "SITTING" 25 -0.0954801379692308
"tBodyGyroJerk-mean()-X" "SITTING" 26 -0.095984817
"tBodyGyroJerk-mean()-X" "SITTING" 27 -0.0951635808
"tBodyGyroJerk-mean()-X" "SITTING" 28 -0.0953935055833333
"tBodyGyroJerk-mean()-X" "SITTING" 29 -0.0953636995833333
"tBodyGyroJerk-mean()-X" "SITTING" 30 -0.095270767516129
"tBodyGyroJerk-mean()-X" "STANDING" 1 -0.0996092129056604
"tBodyGyroJerk-mean()-X" "STANDING" 2 -0.105562157888889
"tBodyGyroJerk-mean()-X" "STANDING" 3 -0.0994602620655738
"tBodyGyroJerk-mean()-X" "STANDING" 4 -0.103057894142857
"tBodyGyroJerk-mean()-X" "STANDING" 5 -0.0922249863035714
"tBodyGyroJerk-mean()-X" "STANDING" 6 -0.103292534210526
"tBodyGyroJerk-mean()-X" "STANDING" 7 -0.0901539662169811
"tBodyGyroJerk-mean()-X" "STANDING" 8 -0.097757576
"tBodyGyroJerk-mean()-X" "STANDING" 9 -0.095897704
"tBodyGyroJerk-mean()-X" "STANDING" 10 -0.104753833181818
"tBodyGyroJerk-mean()-X" "STANDING" 11 -0.099519355893617
"tBodyGyroJerk-mean()-X" "STANDING" 12 -0.0976380412377049
"tBodyGyroJerk-mean()-X" "STANDING" 13 -0.0981199986666667
"tBodyGyroJerk-mean()-X" "STANDING" 14 -0.100718458866667
"tBodyGyroJerk-mean()-X" "STANDING" 15 -0.101358786226415
"tBodyGyroJerk-mean()-X" "STANDING" 16 -0.100107332602564
"tBodyGyroJerk-mean()-X" "STANDING" 17 -0.101289168653846
"tBodyGyroJerk-mean()-X" "STANDING" 18 -0.0987174024657534
"tBodyGyroJerk-mean()-X" "STANDING" 19 -0.0990467890520548
"tBodyGyroJerk-mean()-X" "STANDING" 20 -0.102049132684932
"tBodyGyroJerk-mean()-X" "STANDING" 21 -0.103199796370787
"tBodyGyroJerk-mean()-X" "STANDING" 22 -0.0975013472380952
"tBodyGyroJerk-mean()-X" "STANDING" 23 -0.0981481050441177
"tBodyGyroJerk-mean()-X" "STANDING" 24 -0.0991947719855072
"tBodyGyroJerk-mean()-X" "STANDING" 25 -0.100473697756757
"tBodyGyroJerk-mean()-X" "STANDING" 26 -0.100355997108108
"tBodyGyroJerk-mean()-X" "STANDING" 27 -0.0987605078625
"tBodyGyroJerk-mean()-X" "STANDING" 28 -0.102248409070886
"tBodyGyroJerk-mean()-X" "STANDING" 29 -0.0988701505538462
"tBodyGyroJerk-mean()-X" "STANDING" 30 -0.0997160228220339
"tBodyGyroJerk-mean()-X" "WALKING" 1 -0.0899975423705263
"tBodyGyroJerk-mean()-X" "WALKING" 2 -0.0818833429152542
"tBodyGyroJerk-mean()-X" "WALKING" 3 -0.0952398165017241
"tBodyGyroJerk-mean()-X" "WALKING" 4 -0.115321556475
"tBodyGyroJerk-mean()-X" "WALKING" 5 -0.0888408355267857
"tBodyGyroJerk-mean()-X" "WALKING" 6 -0.0878891090105263
"tBodyGyroJerk-mean()-X" "WALKING" 7 -0.123654199751333
"tBodyGyroJerk-mean()-X" "WALKING" 8 -0.135886431360417
"tBodyGyroJerk-mean()-X" "WALKING" 9 -0.0809204094461538
"tBodyGyroJerk-mean()-X" "WALKING" 10 -0.122709563462264
"tBodyGyroJerk-mean()-X" "WALKING" 11 -0.0918204195491525
"tBodyGyroJerk-mean()-X" "WALKING" 12 -0.06223893174
"tBodyGyroJerk-mean()-X" "WALKING" 13 -0.0966598593263158
"tBodyGyroJerk-mean()-X" "WALKING" 14 -0.110656054802153
"tBodyGyroJerk-mean()-X" "WALKING" 15 -0.0776692754648148
"tBodyGyroJerk-mean()-X" "WALKING" 16 -0.110917348282353
"tBodyGyroJerk-mean()-X" "WALKING" 17 -0.109959237927869
"tBodyGyroJerk-mean()-X" "WALKING" 18 -0.0966435295642857
"tBodyGyroJerk-mean()-X" "WALKING" 19 -0.0832353261384615
"tBodyGyroJerk-mean()-X" "WALKING" 20 -0.0679992365372549
"tBodyGyroJerk-mean()-X" "WALKING" 21 -0.0868767709153846
"tBodyGyroJerk-mean()-X" "WALKING" 22 -0.132977562363043
"tBodyGyroJerk-mean()-X" "WALKING" 23 -0.0578128239067797
"tBodyGyroJerk-mean()-X" "WALKING" 24 -0.0625311679982759
"tBodyGyroJerk-mean()-X" "WALKING" 25 -0.102377269321622
"tBodyGyroJerk-mean()-X" "WALKING" 26 -0.099411456038983
"tBodyGyroJerk-mean()-X" "WALKING" 27 -0.0786163508824035
"tBodyGyroJerk-mean()-X" "WALKING" 28 -0.092974671262963
"tBodyGyroJerk-mean()-X" "WALKING" 29 -0.10688830318283
"tBodyGyroJerk-mean()-X" "WALKING" 30 -0.0873839917276923
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 1 -0.0739592036271429
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 2 -0.0581038498510638
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 3 -0.0778701650285714
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 4 -0.0921282734666667
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 5 -0.110149008255319
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 6 -0.0256452232354167
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 7 -0.0597273512680851
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 8 -0.0349283489710526
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 9 -0.094591202447619
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 10 -0.0643764005526316
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 11 -0.0220916265065217
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 12 -0.0264668968652174
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 13 -0.0647199842553191
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 14 -0.108620377713333
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 15 -0.0482532079928571
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 16 -0.103904044543617
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 17 -0.1077700285
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 18 -0.0836566573181818
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 19 -0.0337429578461538
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 20 -0.0452503065777778
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 21 -0.0726461849022222
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 22 -0.0901744530194444
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 23 -0.117725824412963
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 24 -0.0914145014654545
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 25 -0.127952445399655
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 26 -0.0992465275036
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 27 -0.0515814754272727
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 28 -0.0266492977565217
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 29 -0.0743986469979167
"tBodyGyroJerk-mean()-X" "WALKING_DOWNSTAIRS" 30 -0.0615954583870968
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 1 -0.122232768011321
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 2 -0.0828858001333333
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 3 -0.115510569491525
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 4 -0.1314720713
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 5 -0.143029686361702
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 6 -0.0652024492378431
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 7 -0.0856640866647059
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 8 -0.15544567414878
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 9 -0.0684689593355102
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 10 -0.157212539189362
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 11 -0.0645245413759259
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 12 -0.0455638872076923
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 13 -0.0664817176345455
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 14 -0.128266667862963
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 15 -0.144485986527083
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 16 -0.140908293613922
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 17 -0.142655397660417
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 18 -0.0899953036658621
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 19 -0.1018063044
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 20 -0.148389168870392
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 21 -0.144351492595745
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 22 -0.148450080695476
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 23 -0.109913094117647
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 24 -0.146800845605424
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 25 -0.126481161061538
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 26 -0.0975590199454545
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 27 -0.0937518711117647
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 28 -0.080568055454902
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 29 -0.130429072653061
"tBodyGyroJerk-mean()-X" "WALKING_UPSTAIRS" 30 -0.108414261326154
"tBodyGyroJerk-mean()-Y" "LAYING" 1 -0.04151728689
"tBodyGyroJerk-mean()-Y" "LAYING" 2 -0.0358590176083333
"tBodyGyroJerk-mean()-Y" "LAYING" 3 -0.0389771765322581
"tBodyGyroJerk-mean()-Y" "LAYING" 4 -0.0381230432222222
"tBodyGyroJerk-mean()-Y" "LAYING" 5 -0.0404446925288462
"tBodyGyroJerk-mean()-Y" "LAYING" 6 -0.0424104289992982
"tBodyGyroJerk-mean()-Y" "LAYING" 7 -0.0358897425826923
"tBodyGyroJerk-mean()-Y" "LAYING" 8 -0.0389735198722222
"tBodyGyroJerk-mean()-Y" "LAYING" 9 -0.027552256948
"tBodyGyroJerk-mean()-Y" "LAYING" 10 -0.0388797920413793
"tBodyGyroJerk-mean()-Y" "LAYING" 11 -0.0412391429298246
"tBodyGyroJerk-mean()-Y" "LAYING" 12 -0.0410675310833333
